12356_g	XP_0348914431
41905_g	XP_0349198001
41905_g	XP_0349201671
41905_g	XP_0348925761
41905_g	XP_0348985541
41905_g	XP_0348926291
31129_g	XP_0349295211
31129_g	XP_0348959271
31129_g	XP_0348920981
31129_g	XP_0348920991
31129_g	XP_0348920941
31129_g	XP_0348959281
31129_g	XP_0349132651
31129_g	XP_0349194161
31129_g	XP_0349194341
31129_g	XP_0349194011
31129_g	XP_0348886031
31129_g	XP_0349194071
31129_g	XP_0348886041
31129_g	XP_0349194041
31129_g	XP_0349132561
31129_g	XP_0348884121
31129_g	XP_0349019791
31129_g	XP_0349022391
31129_g	XP_0349022401
31129_g	XP_0348886081
31129_g	XP_0349194351
31129_g	XP_0349019591
31129_g	XP_0349022411
31129_g	XP_0349019811
31129_g	XP_0349019611
1735_g	XP_0349087161
1735_g	XP_0349320281
1735_g	XP_0349070671
1735_g	XP_0349080051
1735_g	XP_0349080061
1735_g	XP_0349137041
1735_g	XP_0349070701
1735_g	XP_0349070691
1735_g	XP_0349100451
1735_g	XP_0348950161
1735_g	XP_0348962481
1735_g	XP_0349175211
1735_g	XP_0349221641
1735_g	XP_0349222091
1735_g	XP_0349312871
1735_g	XP_0349312961
1735_g	XP_0349221611
1735_g	XP_0349165391
18516_g	XP_0349267631
36344_g	XP_0349081861
39249_g	XP_0349181381
21224_g	XP_0349267711
15815_g	XP_0348970721
15815_g	XP_0348970731
15815_g	XP_0349143001
15815_g	XP_0349039621
15815_g	XP_0348970621
15815_g	XP_0349028281
15815_g	XP_0349039811
15815_g	XP_0349028261
15815_g	XP_0349142991
15815_g	XP_0349039851
15815_g	XP_0349004561
15815_g	XP_0349028291
15815_g	XP_0348913931
15815_g	XP_0349039791
15815_g	XP_0349039801
15815_g	XP_0349028241
15815_g	XP_0348970761
15815_g	XP_0348970741
15815_g	XP_0348970781
15815_g	XP_0349142951
15815_g	XP_0349039631
15815_g	XP_0348914481
15815_g	XP_0349028251
15815_g	XP_0348970641
15815_g	XP_0348970771
45794_g	XP_0348985511
45794_g	XP_0349257241
45794_g	XP_0348985481
45794_g	XP_0349199941
45794_g	XP_0349200261
45794_g	XP_0349025991
45794_g	XP_0349026001
45794_g	XP_0348925691
45794_g	XP_0348925701
45794_g	XP_0349197991
45794_g	XP_0349200471
45794_g	XP_0349234781
45794_g	XP_0349201671
45794_g	XP_0349201381
45794_g	XP_0349201461
45794_g	XP_0349234831
45794_g	XP_0349234751
45794_g	XP_0349234761
45794_g	XP_0348968871
45794_g	XP_0348968531
45794_g	XP_0349284031
45794_g	XP_0348926301
45794_g	XP_0348926351
45794_g	XP_0349284041
45794_g	XP_0349284051
41554_g	XP_0348930491
41554_g	XP_0348930531
41554_g	XP_0348930431
41554_g	XP_0348930441
41554_g	XP_0348930461
41554_g	XP_0348930561
41554_g	XP_0349266821
41554_g	XP_0349266851
41554_g	XP_0348930521
41554_g	XP_0348872581
41554_g	XP_0349106171
41554_g	XP_0348930471
41554_g	XP_0349158341
41554_g	XP_0349106141
41554_g	XP_0349283441
41554_g	XP_0349283451
41554_g	XP_0348930411
41554_g	XP_0348930381
41554_g	XP_0348872741
41554_g	XP_0348930481
41554_g	XP_0349106221
41554_g	XP_0349106191
41554_g	XP_0349158331
41554_g	XP_0348930391
41554_g	XP_0349266841
28231_g	XP_0348914451
28231_g	XP_0349093001
28231_g	XP_0348914401
28231_g	XP_0349025121
28231_g	XP_0349025271
28231_g	XP_0348914481
28231_g	XP_0349280911
28231_g	XP_0349039611
28231_g	XP_0348970621
28231_g	XP_0349186491
28231_g	XP_0349186501
28231_g	XP_0349186511
28231_g	XP_0349186521
28231_g	XP_0349186531
28231_g	XP_0349253251
28231_g	XP_0348970791
28231_g	XP_0349028291
28231_g	XP_0348913931
28231_g	XP_0349004581
28231_g	XP_0349092961
28231_g	XP_0349253141
28231_g	XP_0349143001
28231_g	XP_0348970761
28231_g	XP_0348970641
28231_g	XP_0348970651
48093_g	XP_0349200261
48093_g	XP_0349204431
48093_g	XP_0348925711
48093_g	XP_0348925721
48093_g	XP_0349284031
48093_g	XP_0349284051
48093_g	XP_0348925651
48093_g	XP_0348925661
48093_g	XP_0349234831
48093_g	XP_0348925761
48093_g	XP_0348877691
48093_g	XP_0348968531
48093_g	XP_0349295761
48093_g	XP_0349234751
48093_g	XP_0349234761
48093_g	XP_0349201671
48093_g	XP_0349257241
48093_g	XP_0349201381
48093_g	XP_0349201461
48093_g	XP_0349234781
48093_g	XP_0349284041
48093_g	XP_0348985531
48093_g	XP_0349295771
48093_g	XP_0348968871
48093_g	XP_0349201571
30169_g	XP_0349267711
30169_g	XP_0349267631
40171_g	XP_0349200261
40171_g	XP_0348985481
40171_g	XP_0348985511
40171_g	XP_0349199941
40171_g	XP_0349200471
40171_g	XP_0348925691
40171_g	XP_0348925701
40171_g	XP_0348926301
40171_g	XP_0349025991
40171_g	XP_0349026001
40171_g	XP_0349201381
40171_g	XP_0349201461
40171_g	XP_0348926351
40171_g	XP_0349197991
40171_g	XP_0349257251
40171_g	XP_0348943701
40171_g	XP_0348943521
40171_g	XP_0348943601
40171_g	XP_0349284031
40171_g	XP_0349234751
40171_g	XP_0349234761
40171_g	XP_0349234831
40171_g	XP_0349257241
40171_g	XP_0349234781
40171_g	XP_0348968871
48900_g	XP_0349055911
48900_g	XP_0348867971
48900_g	XP_0349267631
48900_g	XP_0348995681
48900_g	XP_0349055801
48900_g	XP_0348995791
48900_g	XP_0349004751
48900_g	XP_0348960981
48900_g	XP_0348960991
48900_g	XP_0348961001
48900_g	XP_0348961011
48900_g	XP_0349294431
48900_g	XP_0349294451
48900_g	XP_0349294461
48900_g	XP_0349055781
48900_g	XP_0349246891
48900_g	XP_0348920991
48900_g	XP_0349022391
48900_g	XP_0349305341
48900_g	XP_0349324181
48900_g	XP_0348920981
48900_g	XP_0349324171
48900_g	XP_0348884121
48900_g	XP_0348980561
48900_g	XP_0348980571
14301_g	XP_0349025991
14301_g	XP_0349026001
49749_g	XP_0349070671
49749_g	XP_0349087161
49749_g	XP_0349320281
49749_g	XP_0349070701
49749_g	XP_0348950161
49749_g	XP_0349070691
49749_g	XP_0349137041
49749_g	XP_0349100451
49749_g	XP_0349080051
49749_g	XP_0349080061
49749_g	XP_0348962481
49749_g	XP_0349175211
49749_g	XP_0349221641
49749_g	XP_0349221611
49749_g	XP_0349312871
49749_g	XP_0349312961
49749_g	XP_0349165391
49749_g	XP_0349222091
1347_g	XP_0349199941
1347_g	XP_0349200261
1347_g	XP_0349197991
1347_g	XP_0349201381
1347_g	XP_0348985511
1347_g	XP_0348985481
37338_g	XP_0348926301
37338_g	XP_0348925691
37338_g	XP_0348925701
37338_g	XP_0349200261
37338_g	XP_0348943521
37338_g	XP_0348943601
37338_g	XP_0348943701
37338_g	XP_0348926351
37338_g	XP_0348985531
37338_g	XP_0349201571
37338_g	XP_0349199941
37338_g	XP_0348985511
37338_g	XP_0348926321
37338_g	XP_0349025991
37338_g	XP_0349026001
37338_g	XP_0349198001
37338_g	XP_0349201671
37338_g	XP_0348925651
37338_g	XP_0348925661
37338_g	XP_0349257241
37338_g	XP_0349295761
37338_g	XP_0348925711
37338_g	XP_0348925721
37338_g	XP_0349234781
37338_g	XP_0349257251
52112_g	XP_0349267711
35294_g	XP_0349267711
40227_g	XP_0349267711
40227_g	XP_0349267701
39943_g	XP_0349193771
39943_g	XP_0349193781
39943_g	XP_0349193791
39943_g	XP_0349193801
39943_g	XP_0349193821
39943_g	XP_0349193831
39943_g	XP_0349193841
39943_g	XP_0349193851
39943_g	XP_0349193861
39943_g	XP_0349193871
39943_g	XP_0349193881
39943_g	XP_0349193891
39943_g	XP_0349193901
39943_g	XP_0349193911
39943_g	XP_0349025271
39943_g	XP_0348994081
39943_g	XP_0348914401
39943_g	XP_0349072311
39943_g	XP_0349093001
39943_g	XP_0348914451
39943_g	XP_0349025121
39943_g	XP_0349024971
39943_g	XP_0349024981
39943_g	XP_0349024991
39943_g	XP_0349025001
28286_g	XP_0349200261
28286_g	XP_0348985481
28286_g	XP_0349197991
28286_g	XP_0349199941
28286_g	XP_0348985511
28286_g	XP_0349200471
28286_g	XP_0348985531
28286_g	XP_0348985541
28286_g	XP_0349198001
28286_g	XP_0349201571
28286_g	XP_0349201671
28286_g	XP_0349201381
28286_g	XP_0349201461
28286_g	XP_0349234831
28286_g	XP_0349295771
28286_g	XP_0348968531
28286_g	XP_0349284041
28286_g	XP_0349284051
28286_g	XP_0349204431
28286_g	XP_0348968871
28286_g	XP_0349295761
28286_g	XP_0348925691
28286_g	XP_0348925701
28286_g	XP_0348925711
28286_g	XP_0348925721
42678_g	XP_0349267711
42678_g	XP_0349267631
19918_g	XP_0349183231
19918_g	XP_0349183241
19918_g	XP_0348892461
19918_g	XP_0348892421
19918_g	XP_0348892431
19918_g	XP_0348892441
19918_g	XP_0349306461
19918_g	XP_0349092521
19918_g	XP_0349092631
19918_g	XP_0349092701
19918_g	XP_0349096361
19918_g	XP_0349096441
19918_g	XP_0349306541
19918_g	XP_0349017011
19918_g	XP_0349280901
19918_g	XP_0349009701
19918_g	XP_0348882531
19918_g	XP_0349017021
19918_g	XP_0349017041
19918_g	XP_0348882551
19918_g	XP_0348882541
19918_g	XP_0349009711
19918_g	XP_0349017051
19918_g	XP_0348876151
19918_g	XP_0349081861
7478_g	XP_0349267631
5103_g	XP_0348998231
5103_g	XP_0349282971
5103_g	XP_0349032251
5103_g	XP_0348998251
5103_g	XP_0349282961
39963_g	XP_0349093011
39963_g	XP_0349093031
39963_g	XP_0348914441
39963_g	XP_0348914481
39963_g	XP_0349028281
39963_g	XP_0349039621
39963_g	XP_0349193771
39963_g	XP_0349193781
39963_g	XP_0349193791
39963_g	XP_0349193801
39963_g	XP_0349193821
39963_g	XP_0349193831
39963_g	XP_0349193841
39963_g	XP_0349193851
39963_g	XP_0349193861
39963_g	XP_0349193871
39963_g	XP_0349193881
39963_g	XP_0349193891
39963_g	XP_0349193901
39963_g	XP_0349193911
39963_g	XP_0349142991
39963_g	XP_0349039631
39963_g	XP_0349039811
39963_g	XP_0349039851
39963_g	XP_0349332971
4887_g	XP_0349026551
4887_g	XP_0349179941
4887_g	XP_0349179951
4887_g	XP_0349179961
4887_g	XP_0349264881
4887_g	XP_0349264851
4887_g	XP_0349179591
4887_g	XP_0349264841
4887_g	XP_0349026461
4887_g	XP_0349264871
4887_g	XP_0349264861
4887_g	XP_0349179971
4887_g	XP_0349264901
4887_g	XP_0349264911
4887_g	XP_0349264921
4887_g	XP_0349300231
4887_g	XP_0349300251
4887_g	XP_0349300261
4887_g	XP_0349304391
4887_g	XP_0349304471
4887_g	XP_0348922351
4887_g	XP_0349143161
4887_g	XP_0348922461
4887_g	XP_0349282961
4887_g	XP_0349032251
48352_g	XP_0349234751
48352_g	XP_0349234761
48352_g	XP_0349199941
48352_g	XP_0349201381
48352_g	XP_0349197991
48352_g	XP_0348985511
48352_g	XP_0349200261
48352_g	XP_0348985481
48352_g	XP_0348926351
48352_g	XP_0348925691
48352_g	XP_0349204421
48352_g	XP_0349200471
34422_g	XP_0349257241
34422_g	XP_0349198001
34422_g	XP_0348985531
34422_g	XP_0348985541
34422_g	XP_0349201671
34422_g	XP_0349201571
34422_g	XP_0348985481
34422_g	XP_0348985511
34422_g	XP_0349200261
34422_g	XP_0349257271
34422_g	XP_0348925711
34422_g	XP_0348925721
34422_g	XP_0349199941
34422_g	XP_0348925651
34422_g	XP_0348925661
34422_g	XP_0349257251
34422_g	XP_0349257261
34422_g	XP_0349200471
34422_g	XP_0348925761
34422_g	XP_0349234831
34422_g	XP_0349201381
34422_g	XP_0349201461
34422_g	XP_0349234751
34422_g	XP_0349234761
34422_g	XP_0349197991
48107_g	XP_0349200261
48107_g	XP_0348925711
48107_g	XP_0348925721
48107_g	XP_0348925651
48107_g	XP_0348925661
48107_g	XP_0349201381
48107_g	XP_0349201461
48107_g	XP_0348925761
48107_g	XP_0349201671
48107_g	XP_0348985531
48107_g	XP_0349257271
48107_g	XP_0349201571
48107_g	XP_0348943521
48107_g	XP_0348943601
48107_g	XP_0348943701
48107_g	XP_0349257251
48107_g	XP_0349198001
48107_g	XP_0349257261
48107_g	XP_0349181381
48107_g	XP_0348985541
48107_g	XP_0348926291
38001_g	XP_0349267631
50989_g	XP_0349267631
8627_g	XP_0348977231
13285_g	XP_0349324181
13285_g	XP_0349324171
13285_g	XP_0349315601
13285_g	XP_0349328391
13285_g	XP_0349328381
13285_g	XP_0349315541
13285_g	XP_0348990631
13285_g	XP_0348990521
13285_g	XP_0348980561
13285_g	XP_0348980571
13285_g	XP_0348980591
13285_g	XP_0348980581
13285_g	XP_0349116031
13285_g	XP_0349116041
13285_g	XP_0348990421
13285_g	XP_0349116021
13285_g	XP_0349092991
13285_g	XP_0349144601
13285_g	XP_0349328321
13285_g	XP_0349115101
13285_g	XP_0349024951
13285_g	XP_0349280931
13285_g	XP_0348969151
13285_g	XP_0349014011
13285_g	XP_0349014021
32763_g	XP_0349257251
32763_g	XP_0348968571
26632_g	XP_0348945031
26632_g	XP_0348945041
3325_g	XP_0349267711
35236_g	XP_0349257251
35236_g	XP_0349199941
35236_g	XP_0348943521
35236_g	XP_0348943601
35236_g	XP_0348943701
35236_g	XP_0348985511
35236_g	XP_0349257271
35236_g	XP_0349200261
35236_g	XP_0349257261
35236_g	XP_0348985481
35236_g	XP_0349201381
35236_g	XP_0349201461
35236_g	XP_0348926351
35236_g	XP_0348925761
35236_g	XP_0348926301
35236_g	XP_0349200471
35236_g	XP_0348925691
35236_g	XP_0348925701
35236_g	XP_0349257241
35236_g	XP_0349197991
35236_g	XP_0348925651
35236_g	XP_0348925661
35236_g	XP_0348925711
35236_g	XP_0348925721
35236_g	XP_0349025991
12335_g	XP_0349106171
38720_g	XP_0349267631
36940_g	XP_0348884121
36940_g	XP_0348886031
36940_g	XP_0348886041
36940_g	XP_0349295211
36940_g	XP_0349194071
36940_g	XP_0348920981
36940_g	XP_0348920991
36940_g	XP_0348959281
36940_g	XP_0349194041
36940_g	XP_0349194341
36940_g	XP_0348959271
36940_g	XP_0348920941
36940_g	XP_0349194011
36940_g	XP_0349132651
36940_g	XP_0349194161
36940_g	XP_0349022401
36940_g	XP_0349022391
36940_g	XP_0349132561
36940_g	XP_0349019791
36940_g	XP_0348886081
36940_g	XP_0349022411
36940_g	XP_0349019591
36940_g	XP_0349019811
36940_g	XP_0349305341
36940_g	XP_0349305351
6826_g	XP_0349053141
6826_g	XP_0349304761
6826_g	XP_0349304771
6826_g	XP_0349304781
6826_g	XP_0349304791
6826_g	XP_0349304811
6826_g	XP_0349304821
6826_g	XP_0349216451
6826_g	XP_0349216461
6826_g	XP_0349216471
6826_g	XP_0348874111
6826_g	XP_0348874201
6826_g	XP_0348874271
6826_g	XP_0348874351
6826_g	XP_0348874431
6826_g	XP_0348963321
6826_g	XP_0348963331
6826_g	XP_0348963341
6826_g	XP_0348963351
6826_g	XP_0348921081
6826_g	XP_0348921091
6826_g	XP_0348921101
6826_g	XP_0348921111
6826_g	XP_0348921121
6826_g	XP_0348921131
28529_g	XP_0349267631
28529_g	XP_0349267711
50699_g	XP_0349014341
50699_g	XP_0349014351
50699_g	XP_0349014361
50699_g	XP_0349014371
50699_g	XP_0349014381
50699_g	XP_0349014481
50699_g	XP_0349014491
50699_g	XP_0349014391
50699_g	XP_0349014401
50699_g	XP_0349121611
50699_g	XP_0349121621
50699_g	XP_0349121631
50699_g	XP_0349121641
50699_g	XP_0349121661
50699_g	XP_0349121671
50699_g	XP_0349121681
50699_g	XP_0349121501
50699_g	XP_0349010461
50699_g	XP_0349304761
50699_g	XP_0349304771
50699_g	XP_0349304781
50699_g	XP_0349304791
50699_g	XP_0349304811
50699_g	XP_0349304821
50699_g	XP_0349305341
20999_g	XP_0349267631
20999_g	XP_0349267701
7431_g	XP_0349058821
42155_g	XP_0348914431
10932_g	XP_0348985531
10932_g	XP_0349257271
10932_g	XP_0349257251
10932_g	XP_0349257261
10932_g	XP_0349201671
10932_g	XP_0349201571
10932_g	XP_0349198001
10932_g	XP_0348943521
10932_g	XP_0348943601
10932_g	XP_0348943701
10932_g	XP_0349257241
10932_g	XP_0348925711
10932_g	XP_0348925721
10932_g	XP_0348985541
10932_g	XP_0348925761
10932_g	XP_0348925651
10932_g	XP_0348925661
10932_g	XP_0349025991
10932_g	XP_0349026001
10932_g	XP_0349200261
10932_g	XP_0348985511
10932_g	XP_0348985481
10932_g	XP_0349204421
10932_g	XP_0348926301
10932_g	XP_0348925691
36011_g	XP_0349267711
36011_g	XP_0349267631
36577_g	XP_0349181381
28027_g	XP_0349267631
11476_g	XP_0348925691
11476_g	XP_0348925701
11476_g	XP_0348926351
11476_g	XP_0348926301
11476_g	XP_0349181381
2569_g	XP_0349198001
2569_g	XP_0349201671
2569_g	XP_0349257241
2569_g	XP_0348985531
2569_g	XP_0348985511
2569_g	XP_0348985541
2569_g	XP_0349201571
2569_g	XP_0348985481
2569_g	XP_0349200261
2569_g	XP_0349199941
2569_g	XP_0349204421
2569_g	XP_0349200471
2569_g	XP_0348926301
2569_g	XP_0349197991
2569_g	XP_0348925691
2569_g	XP_0348925701
2569_g	XP_0349257271
2569_g	XP_0348925651
2569_g	XP_0348925661
2569_g	XP_0348926351
2569_g	XP_0349201381
2569_g	XP_0349201461
2569_g	XP_0348925711
2569_g	XP_0348925721
2569_g	XP_0349257261
46923_g	XP_0349181381
38759_g	XP_0349201671
38759_g	XP_0348985531
38759_g	XP_0348985541
38759_g	XP_0349257241
38759_g	XP_0349198001
38759_g	XP_0349201571
38759_g	XP_0349257251
38759_g	XP_0349200261
38759_g	XP_0349204421
38759_g	XP_0349199941
38759_g	XP_0348985481
38759_g	XP_0348985511
38759_g	XP_0349295771
38759_g	XP_0349200471
38759_g	XP_0349295761
38759_g	XP_0348926351
38759_g	XP_0348943521
38759_g	XP_0348943601
38759_g	XP_0348943701
38759_g	XP_0348925691
38759_g	XP_0348925701
38759_g	XP_0349197991
38759_g	XP_0348926301
38759_g	XP_0349234751
38759_g	XP_0349234761
13536_g	XP_0349116021
13536_g	XP_0349116031
13536_g	XP_0349116041
13536_g	XP_0349328381
13536_g	XP_0349324171
13536_g	XP_0349324181
13536_g	XP_0349315541
13536_g	XP_0349328391
13536_g	XP_0348990631
13536_g	XP_0348990521
13536_g	XP_0349315601
13536_g	XP_0349092991
13536_g	XP_0349144601
13536_g	XP_0348980591
13536_g	XP_0348990421
13536_g	XP_0348980561
13536_g	XP_0348980571
13536_g	XP_0348980581
13536_g	XP_0349115101
13536_g	XP_0349024951
13536_g	XP_0349328321
13536_g	XP_0349280931
13536_g	XP_0348914431
13536_g	XP_0348969151
13536_g	XP_0349014011
14600_g	XP_0349269751
14600_g	XP_0349269681
14600_g	XP_0349269761
14600_g	XP_0349186581
14600_g	XP_0349269701
14600_g	XP_0349186731
14600_g	XP_0349120991
14600_g	XP_0349186541
14600_g	XP_0349186551
14600_g	XP_0349186571
14600_g	XP_0349186641
14600_g	XP_0349180911
14600_g	XP_0349186651
14600_g	XP_0349186661
14600_g	XP_0349269731
14600_g	XP_0349097581
14600_g	XP_0349269721
14600_g	XP_0349269691
14600_g	XP_0349128331
14600_g	XP_0349097531
14600_g	XP_0349097541
14600_g	XP_0349186681
14600_g	XP_0349284171
14600_g	XP_0348967251
14600_g	XP_0349039911
49145_g	XP_0349282961
49145_g	XP_0349253461
49145_g	XP_0349283011
49145_g	XP_0349032251
49145_g	XP_0349304731
49145_g	XP_0349282971
49145_g	XP_0348998231
49145_g	XP_0349032311
49145_g	XP_0348998241
49145_g	XP_0349211751
49145_g	XP_0349282991
49145_g	XP_0348998251
49145_g	XP_0349032271
49145_g	XP_0349147331
49145_g	XP_0349147351
49145_g	XP_0349147361
49145_g	XP_0349147321
49145_g	XP_0349282911
49145_g	XP_0349008341
49145_g	XP_0349008101
49145_g	XP_0349008171
49145_g	XP_0349008261
49145_g	XP_0348872781
49145_g	XP_0349294421
49145_g	XP_0348978651
21185_g	XP_0349267631
3072_g	XP_0349267631
28346_g	XP_0349267711
28346_g	XP_0349267631
18264_g	XP_0349168461
18264_g	XP_0349194751
18264_g	XP_0349168561
18264_g	XP_0349168531
18264_g	XP_0349085501
44175_g	XP_0349257251
44175_g	XP_0349257261
44175_g	XP_0349257271
44175_g	XP_0348943701
44175_g	XP_0348943521
44175_g	XP_0348943601
44175_g	XP_0348985481
44175_g	XP_0349200471
44175_g	XP_0348985511
44175_g	XP_0349025991
44175_g	XP_0349026001
44175_g	XP_0349257241
44175_g	XP_0349199941
44175_g	XP_0348925761
44175_g	XP_0348926351
44175_g	XP_0349181381
44175_g	XP_0349201671
44175_g	XP_0349198001
44175_g	XP_0348925711
44175_g	XP_0348925721
44175_g	XP_0349234751
44175_g	XP_0349234761
44175_g	XP_0349234781
44175_g	XP_0349284041
44175_g	XP_0348985531
44336_g	XP_0349267631
1332_g	XP_0348985511
1332_g	XP_0349197991
1332_g	XP_0349199941
1332_g	XP_0348985481
1332_g	XP_0349257241
1332_g	XP_0349200261
1332_g	XP_0348926351
1332_g	XP_0349200471
1332_g	XP_0349284031
1332_g	XP_0349234751
1332_g	XP_0349234761
1332_g	XP_0348985531
1332_g	XP_0349198001
1332_g	XP_0349234831
1332_g	XP_0349295761
1332_g	XP_0349201571
1332_g	XP_0349284051
1332_g	XP_0348985541
1332_g	XP_0349201671
1332_g	XP_0348968531
1332_g	XP_0348968871
1332_g	XP_0349295511
1332_g	XP_0349204431
1332_g	XP_0349025991
1332_g	XP_0349234781
35772_g	XP_0349106141
35772_g	XP_0348930441
35772_g	XP_0348930461
35772_g	XP_0348930491
35772_g	XP_0348930561
35772_g	XP_0348930531
35772_g	XP_0348930431
35772_g	XP_0349266851
35772_g	XP_0348930471
35772_g	XP_0349158331
35772_g	XP_0349106191
35772_g	XP_0348872581
35772_g	XP_0348872741
35772_g	XP_0348930521
35772_g	XP_0349106181
35772_g	XP_0349266821
35772_g	XP_0348930391
35772_g	XP_0349283441
35772_g	XP_0349283451
35772_g	XP_0348872751
35772_g	XP_0348930381
35772_g	XP_0348930481
35772_g	XP_0349106171
35772_g	XP_0349158341
35772_g	XP_0349266841
17102_g	XP_0348926351
17102_g	XP_0348925761
17102_g	XP_0348985511
17102_g	XP_0349199941
17102_g	XP_0349295771
17102_g	XP_0348985481
17102_g	XP_0349200261
17102_g	XP_0348926301
17102_g	XP_0348925691
17102_g	XP_0348925701
17102_g	XP_0349257241
17102_g	XP_0349257251
17102_g	XP_0349295761
17102_g	XP_0349200471
17102_g	XP_0349234831
17102_g	XP_0349197991
17102_g	XP_0349234751
17102_g	XP_0349234761
17102_g	XP_0349201381
17102_g	XP_0349201461
17102_g	XP_0349284041
17102_g	XP_0349284031
17102_g	XP_0348968871
17102_g	XP_0348968531
17102_g	XP_0349234781
48919_g	XP_0348995791
48919_g	XP_0348960981
48919_g	XP_0348960991
48919_g	XP_0348961001
48919_g	XP_0348961011
48919_g	XP_0349055911
48919_g	XP_0348995681
48919_g	XP_0349267631
48919_g	XP_0349004751
48919_g	XP_0349294431
48919_g	XP_0349294451
48919_g	XP_0349294461
48919_g	XP_0348867971
48919_g	XP_0349055801
48919_g	XP_0349055781
48919_g	XP_0349246891
48919_g	XP_0349324171
48919_g	XP_0349324181
48919_g	XP_0348921491
48919_g	XP_0349225571
48919_g	XP_0349225671
48919_g	XP_0349304761
48919_g	XP_0349304771
48919_g	XP_0349304781
48919_g	XP_0349304791
40416_g	XP_0348985531
40416_g	XP_0349201571
40416_g	XP_0349198001
40416_g	XP_0349201671
40416_g	XP_0348985541
40416_g	XP_0349181381
2055_g	XP_0348926351
2055_g	XP_0348926301
2055_g	XP_0348925691
2055_g	XP_0348925701
2055_g	XP_0349181381
8904_g	XP_0349199941
8904_g	XP_0348985511
8904_g	XP_0348985481
8904_g	XP_0349200261
8904_g	XP_0349201381
8904_g	XP_0349201461
8904_g	XP_0349257241
8904_g	XP_0349197991
8904_g	XP_0348926301
8904_g	XP_0348925691
8904_g	XP_0348925701
8904_g	XP_0349200471
8904_g	XP_0348926351
8904_g	XP_0348968531
8904_g	XP_0349284031
8904_g	XP_0349234751
8904_g	XP_0349234761
8904_g	XP_0349284051
8904_g	XP_0349234781
8904_g	XP_0349234831
8904_g	XP_0349284041
8904_g	XP_0348968871
8904_g	XP_0349025991
8904_g	XP_0349026001
8904_g	XP_0348877691
3287_g	XP_0349267711
23951_g	XP_0349267631
13796_g	XP_0349295761
13796_g	XP_0349234751
13796_g	XP_0349234761
13796_g	XP_0349295771
13796_g	XP_0349234781
13796_g	XP_0348968531
13796_g	XP_0348968871
13796_g	XP_0349284041
13796_g	XP_0348877691
13796_g	XP_0349284051
13796_g	XP_0349257251
13796_g	XP_0349284031
13796_g	XP_0349204421
13796_g	XP_0349181381
702_g	XP_0349181381
702_g	XP_0349201671
702_g	XP_0348925761
702_g	XP_0348985531
702_g	XP_0349198001
702_g	XP_0349201571
702_g	XP_0348925711
702_g	XP_0348925721
702_g	XP_0348985541
702_g	XP_0348925651
702_g	XP_0348925661
702_g	XP_0349199941
702_g	XP_0348985511
702_g	XP_0348926301
702_g	XP_0348985481
702_g	XP_0349200261
702_g	XP_0348926351
702_g	XP_0349284051
702_g	XP_0349204421
702_g	XP_0349284041
702_g	XP_0349257241
702_g	XP_0349201381
702_g	XP_0349201461
702_g	XP_0349234781
702_g	XP_0349234831
46041_g	XP_0349267631
46041_g	XP_0349267711
32352_g	XP_0349306331
32352_g	XP_0349186691
32352_g	XP_0349180911
32352_g	XP_0349097581
32352_g	XP_0349225711
32352_g	XP_0348921341
32352_g	XP_0349186731
32352_g	XP_0349269681
32352_g	XP_0349186591
32352_g	XP_0349186761
32352_g	XP_0349168541
32352_g	XP_0349269691
32352_g	XP_0349186641
32352_g	XP_0349097471
32352_g	XP_0349194761
32352_g	XP_0349194771
32352_g	XP_0349097551
32352_g	XP_0349186781
32352_g	XP_0349225701
32352_g	XP_0349097531
32352_g	XP_0349097541
32352_g	XP_0348967291
32352_g	XP_0349258361
32352_g	XP_0348967251
32352_g	XP_0349186401
18714_g	XP_0349019611
45272_g	XP_0349320281
45272_g	XP_0349087161
45272_g	XP_0349070671
45272_g	XP_0348950161
45272_g	XP_0349080051
45272_g	XP_0349080061
45272_g	XP_0349100451
45272_g	XP_0349070701
45272_g	XP_0349137041
45272_g	XP_0348962481
45272_g	XP_0349070691
45272_g	XP_0349175211
45272_g	XP_0349221641
45272_g	XP_0349222091
45272_g	XP_0349312871
45272_g	XP_0349312961
45272_g	XP_0349221611
45272_g	XP_0349165391
45272_g	XP_0348945031
45272_g	XP_0348945041
36960_g	XP_0349142971
18187_g	XP_0349267711
34515_g	XP_0349267631
14370_g	XP_0349200261
14370_g	XP_0348985511
14370_g	XP_0349199941
14370_g	XP_0348985481
14370_g	XP_0349201381
14370_g	XP_0349201461
14370_g	XP_0349200471
14370_g	XP_0349197991
14370_g	XP_0348925691
14370_g	XP_0348925701
14370_g	XP_0348926351
14370_g	XP_0348926301
14370_g	XP_0348968531
14370_g	XP_0349234831
14370_g	XP_0349204431
14370_g	XP_0349234781
14370_g	XP_0348877691
14370_g	XP_0349284031
14370_g	XP_0349234751
14370_g	XP_0349234761
14370_g	XP_0349257241
14370_g	XP_0349284051
14370_g	XP_0348985531
14370_g	XP_0349295771
14370_g	XP_0349201571
48895_g	XP_0349267701
51530_g	XP_0349179591
51530_g	XP_0349264881
51530_g	XP_0349026461
51530_g	XP_0349179941
51530_g	XP_0349179951
51530_g	XP_0349179961
51530_g	XP_0349264851
51530_g	XP_0349264841
51530_g	XP_0349264861
51530_g	XP_0349264871
51530_g	XP_0349026551
12320_g	XP_0349106161
